Opportunity_ID,Revenue,Cost,Margin,Close_Date
286,54339.65,35544.988442301204,18794.661557698797,2024-08-22
287,356412.45,233138.71944229043,123273.73055770958,2025-06-07
293,8770.32,5736.896042489841,3033.4239575101583,2025-03-11
295,23861.04,15608.13128206175,8252.908717938251,2023-10-10
301,26023.35,17022.554892789318,9000.79510721068,2025-01-09
303,84044.59999999999,54975.774331226414,29068.825668773577,2025-08-03
306,20003.76,13084.983396149351,6918.776603850647,2025-08-26
318,251320.07999999996,164395.04742703005,86925.03257296991,2025-03-06
322,81382.59,53234.48386131559,28148.10613868441,2025-08-02
327,64192.240000000005,41989.825640861236,22202.41435913877,2025-04-20
328,43163.1,28234.114327823074,14928.985672176925,
330,117722.78,77005.55403826796,40717.22596173204,2024-05-29
332,80281.5,52514.23205027276,27767.26794972724,
334,221376.18,144807.9580840287,76568.22191597128,2026-03-13
337,8694.4,5687.234781835061,3007.165218164939,2023-06-09
342,423044.59,276724.54758409475,146320.04241590528,
364,7285.36,4765.544809324379,2519.815190675621,2023-12-08
365,28760.6,18813.061817542955,9947.538182457043,2025-02-28
366,131839.08,86239.39563180153,45599.68436819846,2023-11-12
370,12080.5,7902.17148761944,4178.32851238056,2024-01-27
377,18043.16,11802.503580030261,6240.656419969739,2025-03-16
378,30186.120000000003,19745.531789732126,10440.588210267877,2024-04-30
379,42500.48,27800.677229099812,14699.80277090019,2025-07-25
380,14894.75,9743.046129317467,5151.703870682533,2023-12-13
381,52934.759999999995,34626.01309349596,18308.746906504035,2024-12-14
383,11291.279999999999,7385.922012725269,3905.3579872747296,2024-02-03
385,28366.35,18555.17256552574,9811.177434474259,2024-12-26
386,198339.68,129739.18001403614,68600.49998596385,2025-03-05
396,58673.45999999999,38379.84708347996,20293.612916520033,2024-12-20
402,340246.91,222564.4162867942,117682.49371320577,2025-10-16
408,90252.72,59036.66823923685,31216.05176076315,2024-11-09
410,52749.9,34505.09132525779,18244.808674742213,2024-01-23
415,4869.900000000001,3185.529152564705,1684.3708474352957,2024-01-03
418,28111.03,18388.16106565247,9722.868934347527,2023-11-10
426,32011.07,20939.279387623857,11071.790612376142,2025-11-16
431,71399.12999999999,46704.041167735915,24695.088832264075,2026-05-09
432,93457.26000000001,61132.84179322353,32324.418206776478,2024-08-15
433,164919.61000000002,107878.23681894939,57041.37318105063,2026-02-02
439,77594.18,50756.38564638968,26837.794353610312,2025-04-28
449,31692.57,20730.94019480843,10961.62980519157,2026-02-03
453,8574.0,5608.4779880674705,2965.5220119325295,2024-06-13
454,235789.72,154236.2321474915,81553.4878525085,2025-12-18
455,23911.629999999997,15641.223526220405,8270.406473779592,2025-12-07
463,314030.53,205415.5954147611,108614.93458523892,2024-06-15
471,53660.56,35100.77788516139,18559.782114838607,2023-10-04
479,29355.54,19202.227655450683,10153.312344549318,2025-10-31
484,48458.13,31697.732149278276,16760.39785072172,
492,8602.56,5627.1598321704805,2975.400167829519,2025-05-23
493,63380.24,41458.67517126585,21921.564828734146,2024-03-30
497,61133.600000000006,39989.08909859127,21144.510901408736,2024-09-29
498,28696.079999999998,18770.857595500718,9925.22240449928,2023-09-22
509,385484.19,252155.30608386034,133328.88391613966,2023-11-16
514,5350.4,3499.836788821576,1850.5632111784234,2025-09-22
527,52447.36,34307.19198649992,18140.16801350008,2024-04-01
542,24085.18,15754.747127203509,8330.432872796491,2025-12-24
545,3960.72,2590.8106994283403,1369.9093005716595,2025-12-06
549,117121.6,76612.30645290915,40509.293547090856,2025-08-16
554,71763.79999999999,46942.58136693215,24821.218633067838,2026-03-14
555,303310.74,198403.4999806923,104907.2400193077,2026-07-12
559,30416.399999999998,19896.16396970555,10520.236030294447,2024-03-09
564,28279.44,18498.322457997987,9781.117542002012,2025-03-19
570,24068.0,15743.509239189163,8324.490760810837,2024-01-28
571,73430.44,48032.77424703862,25397.66575296138,2026-04-17
576,46916.34,30689.206924503076,16227.13307549692,2023-07-27
578,27900.6,18250.513290631592,9650.086709368406,
593,4359.75,2851.826674653272,1507.9233253467278,2023-08-24
594,20337.75,13303.455003711126,7034.294996288874,2024-10-17
597,290279.5,189879.4245553104,100400.0754446896,2023-06-20
601,17958.2,11746.929018580971,6211.270981419029,2024-10-31
602,247090.40000000002,161628.30294644117,85462.09705355886,2024-10-07
603,66984.61,43816.38800143272,23168.22199856728,2023-07-08
609,103410.23,67643.3401791456,35766.8898208544,2023-06-15
615,9844.359999999999,6439.453739982724,3404.9062600172747,2024-11-12
616,66982.52,43815.02087768709,23167.49912231291,2025-11-14
621,197410.37999999998,129131.30054187482,68279.07945812515,2024-06-04
626,270069.12,176659.28560493962,93409.83439506037,2026-05-03
628,306394.2,200420.4719350994,105973.72806490061,2025-03-31
633,253099.80000000002,165559.20889716342,87540.5911028366,2024-04-14
647,6949.4400000000005,4545.810738208025,2403.6292617919753,2025-05-10
648,25412.32,16622.864164418796,8789.455835581204,2025-12-14
650,93288.91,61022.71964844966,32266.190351550344,2024-08-06
655,268811.84,175836.865823643,92974.97417635703,2024-07-27
658,317076.76999999996,207408.2207922244,109668.54920777556,2024-03-09
660,14120.730000000001,9236.73937257336,4883.990627426641,
671,289556.19,189406.28853786824,100149.90146213176,2025-07-03
676,68829.12,45022.93030768072,23806.189692319276,2024-09-28
679,15649.92,10237.02260730311,5412.89739269689,2024-01-12
681,144752.27,94686.25145997191,50066.018540028075,2024-01-12
685,240387.1,157243.49882964473,83143.60117035528,2025-06-08
690,10678.43,6985.040774681516,3693.389225318484,2025-01-24
693,273485.51999999996,178894.0423344047,94591.47766559527,2026-04-09
700,51854.96,33919.68762912516,17935.272370874838,2025-10-01
701,233730.36000000002,152889.1508284448,80841.20917155521,2023-09-06
709,8343.0,5457.3748372343025,2885.6251627656975,2024-08-20
715,48634.96,31813.40128417797,16821.55871582203,2025-06-13
716,111362.79999999999,72845.32452642408,38517.475473575905,2023-10-12
721,10023.65,6556.732025319862,3466.9179746801374,2025-02-14
726,24591.59,16086.00317314907,8505.58682685093,2023-06-05
728,11717.63,7664.808715572549,4052.8212844274503,2025-05-05
734,217655.75,142374.32736777657,75281.42263222343,2023-12-18
738,38078.74,24908.301271675333,13170.438728324665,2024-09-05
742,28472.42,18624.55573093212,9847.864269067879,2023-04-29
748,25648.559999999998,16777.394936508957,8871.16506349104,2024-10-27
749,20708.64,13546.063867834562,7162.576132165437,2024-12-24
754,70480.04,46102.84032401619,24377.1996759838,2024-02-03
756,11536.37,7546.2418016330685,3990.1281983669323,2025-12-07
761,22698.899999999998,14847.945066870154,7850.954933129844,2024-03-23
765,55323.909999999996,36188.81869008931,19135.091309910684,2024-10-23
783,71782.62,46954.8920219048,24827.727978095194,2023-12-31
792,23990.72,15692.95836691043,8297.76163308957,2024-03-13
803,130950.51,85658.1587195252,45292.35128047479,2025-04-17
805,99646.45999999999,65181.3596336419,34465.10036635809,2026-03-05
809,330100.89,215927.63883910445,114173.25116089557,2024-05-22
811,321779.43,210484.35388009067,111295.07611990932,2025-03-07
813,40607.22,26562.246270890268,14044.973729109734,2026-02-05
817,22998.39,15043.849320736066,7954.540679263933,2025-08-31
821,62430.799999999996,40837.621597555706,21593.17840244429,2025-03-21
825,32217.600000000002,21074.37607048782,11143.223929512184,2023-12-28
830,34207.36,22375.93020642637,11831.429793573632,2024-12-27
833,7652.7300000000005,5005.851149244644,2646.8788507553563,2025-10-17
840,128058.3,83766.28839973648,44292.01160026352,2025-04-10
851,22789.899999999998,14907.470550531705,7882.429449468293,2025-12-10
853,55750.1,36467.600732745545,19282.499267254454,2024-10-16
854,42163.200000000004,27580.053546359504,14583.1464536405,2023-03-14
856,46548.31,30448.468861294717,16099.84113870528,2023-11-16
863,52586.95999999999,34398.5080031939,18188.451996806092,2024-12-22
872,305954.0,200132.52558446408,105821.47441553592,2025-07-21
879,56161.0,36736.38118589424,19424.618814105757,2023-04-29
880,57874.5,37857.22641945542,20017.273580544577,2025-05-28
882,45738.42,29918.698597968854,15819.721402031144,2025-04-13
892,69049.70999999999,45167.22400483348,23882.485995166513,2025-04-07
893,81049.23,53016.42435325608,28032.805646743916,2023-08-14
895,29942.32,19586.055823614694,10356.264176385306,2025-02-01
897,88359.48,57798.25036355119,30561.229636448807,2024-01-15
905,109437.74999999999,71586.09889650464,37851.651103495344,2025-02-25
908,24264.899999999998,15872.3066868041,8392.593313195897,2024-04-28
909,94638.31999999999,61905.404076007166,32732.915923992827,2023-10-14
918,94975.92,62126.23707912958,32849.682920870415,2023-07-19
922,45532.41,29783.94206072582,15748.467939274182,2025-05-09
924,104649.6,68454.04456030623,36195.55543969378,2025-11-15
927,9718.099999999999,6356.863766717807,3361.2362332821913,2023-11-09
932,82859.7,54200.700203857494,28658.999796142503,2025-06-11
935,19844.8,12981.00349633792,6863.796503662079,2026-03-12
939,31929.52,20885.935396496392,11043.584603503608,2025-02-14
947,105931.1,69292.30727802357,36638.79272197644,2023-07-19
970,90804.56,59397.6412381796,31406.918761820394,2024-02-11
974,56131.2,36716.88822531056,19414.311774689435,2024-07-19
975,44478.44,29094.512675948183,15383.92732405182,2023-11-05
976,8622.029999999999,5639.895669169276,2982.1343308307232,2025-12-28
982,356402.46,233132.18472161153,123270.2752783885,2025-11-16
993,314804.88,205922.11803314922,108882.76196685078,2026-02-24
994,31061.52,20318.153860032366,10743.366139967635,2025-02-20
1006,14098.949999999999,9222.492504066231,4876.457495933768,2024-01-26
1007,93344.25,61058.91899203021,32285.33100796979,2024-09-24
1008,432316.61,282789.618738156,149526.991261844,2026-02-13
1013,30838.8,20172.466874086203,10666.333125913796,2023-09-14
1016,315945.0,206667.9003895471,109277.09961045289,2026-03-09
1022,12710.56,8314.310237463362,4396.249762536638,2023-03-26
1025,9325.02,6099.739842347671,3225.2801576523298,2023-10-06
1032,47119.6,30822.164614712383,16297.435385287616,2025-04-10
1034,15330.58,10028.133948484652,5302.446051515348,2024-02-14
1046,411568.08,269217.46177643945,142350.61822356057,2024-06-09
1047,6750.0,4415.351810060115,2334.648189939885,2023-12-27
1052,8856.96,5793.56953594519,3063.390464054809,2025-09-21
1055,233752.57,152903.67897121538,80848.89102878462,
1057,91347.08,59752.517780993505,31594.562219006497,2025-04-02
1062,21133.32,13823.858179937723,7309.461820062277,2023-10-16
1063,26303.84,17206.030748967652,9097.809251032348,2026-02-01
1065,89365.14,58456.07891189268,30909.061088107323,2025-12-22
1079,20011.199999999997,13089.850095033327,6921.34990496667,2024-05-03
1081,65868.48,43086.298132430886,22782.18186756911,2023-10-16
1082,68355.84,44713.34546254513,23642.49453745487,2025-12-06
1084,49161.729999999996,32157.97533943506,17003.754660564937,2023-10-19
1097,9459.9,6187.968383405582,3271.9316165944174,
1103,52949.02,34635.34093302359,18313.67906697641,2024-04-28
1132,25508.29,16685.64065526494,8822.649344735062,2025-08-06
1136,270676.25,177056.42524115322,93619.82475884678,2024-07-17
1139,18203.12,11907.137606035774,6295.982393964225,2025-02-13
1143,366404.72000000003,239674.92498763997,126729.79501236006,2024-05-25
1147,106503.67,69666.84031296965,36836.829687030346,2024-07-13
1148,21864.05,14301.847813739978,7562.202186260021,2024-08-27
1151,6914.08,4522.68083598525,2391.3991640147497,2025-05-06
1152,28263.04,18487.594788415026,9775.445211584974,2024-11-18
1155,98598.71999999999,64496.0054550534,34102.71454494659,2025-07-10
1158,394240.0,257882.71075527405,136357.28924472595,
1160,77081.13,50420.78620251542,26660.343797484587,2024-06-20
1171,34827.86,22781.815509854856,12046.044490145145,2026-02-16
1174,36951.2,24170.74782279901,12780.452177200987,
1175,32099.36,20997.032189299447,11102.327810700554,2023-12-16
1179,100424.09999999999,65690.03432720859,34734.0656727914,2025-12-19
1182,259136.15000000002,169507.74354881624,89628.40645118378,2025-08-27
1194,89451.45,58512.53654370398,30938.913456296017,2024-04-28
1201,235451.39999999997,154014.92817350934,81436.47182649063,2024-03-19
1204,25742.84,16839.065954087102,8903.774045912898,2026-01-06
1205,29412.46,19239.460518417887,10172.999481582112,2024-03-13
1214,8513.599999999999,5568.968765944857,2944.6312340551412,2024-02-29
1216,31030.84,20298.0852683979,10732.754731602101,2025-01-04
1217,22918.18,14991.381858708672,7926.798141291329,2024-03-09
1218,36621.75,23955.245948158372,12666.504051841628,2025-06-17
1219,52471.28,34322.83868506239,18148.441314937612,2024-09-23
1232,124593.77,81500.04857655018,43093.721423449824,2024-06-16
1234,29644.23,19391.0673464205,10253.1626535795,2025-09-19
1235,35415.8,23166.402464404004,12249.397535596,2023-12-09
1240,31047.59,20309.04188214879,10738.54811785121,2024-10-17
1244,32331.0,21148.553980896828,11182.446019103172,2023-08-10
1252,25505.88,16684.0642111372,8821.815788862801,2026-02-20
1255,82629.14,54049.88486854973,28579.25513145027,2023-04-12
1258,31048.56,20309.67638455705,10738.883615442952,2024-05-18
1259,309166.19999999995,202233.70974509738,106932.49025490257,2024-09-09
1261,109731.6,71778.31387863593,37953.28612136407,2024-04-29
1269,26882.13,17584.3053857439,9297.8246142561,2025-02-18
1284,118768.44,77689.54763437276,41078.89236562724,2025-01-05
1287,46228.32000000001,30239.15502045011,15989.164979549896,2024-12-05
1288,33851.759999999995,22143.322931810457,11708.437068189538,2025-08-09
1290,5687.669999999999,3720.4539302999424,1967.2160697000568,2024-01-28
1296,20814.64,13615.401244407358,7199.238755592642,2025-06-15
1306,7424.12,4856.311360015334,2567.808639984666,2025-08-28
1307,14992.71,9807.124331289835,5185.585668710164,2024-12-06
1308,254599.59,166540.26082178715,88059.32917821285,2026-08-10
1320,14777.6,9666.415245680646,5111.184754319354,2024-01-05
1321,95958.72,62769.11230267434,33189.607697325664,2025-11-17
1339,105554.7,69046.09417857073,36508.60582142927,2025-08-15
1345,6554.400000000001,4287.404726497484,2266.9952735025163,2025-05-26
1347,34754.47,22733.809188471107,12020.660811528895,2025-01-13
1349,35440.8,23182.75561925608,12258.044380743922,
1363,53767.4,35170.66472773722,18596.735272262784,2025-11-26
1368,28279.5,18498.361705569634,9781.138294430366,2025-08-27
1381,38771.88,25361.702301842008,13410.17769815799,2024-09-23
1395,82725.12,54112.667900657805,28612.45209934219,2024-06-30
1400,37713.63,24669.473256953697,13044.1567430463,2023-04-30
1406,10843.36,7092.925807871622,3750.4341921283785,2024-09-17
1411,119898.48,78428.7363987343,41469.7436012657,2024-11-11
1418,28360.5,18551.345927290353,9809.154072709647,2024-01-19
1419,78508.08,51354.19157516212,27153.88842483788,2023-06-28
1422,311003.10000000003,203435.27415100846,107567.82584899158,2025-04-28
1424,22368.72,14631.965680107838,7736.754319892163,2025-02-07
1425,239257.80000000002,156504.79411866682,82753.0058813332,2026-03-17
1430,50937.1,33319.29136062416,17617.808639375842,2023-08-02
1432,90195.4,58999.17372579201,31196.226274207984,2023-05-29
1439,23754.93,15538.721951607604,8216.208048392396,2025-08-05
1441,197656.19,129292.09130164237,68364.09869835763,2024-06-25
1442,55542.399999999994,36331.738722234506,19210.66127776549,2024-01-14
1443,24998.579999999998,16352.2259928789,8646.354007121097,2024-01-02
1445,47361.93,30980.679015324513,16381.250984675487,2025-10-22
1449,10022.519999999999,6555.992862720548,3466.5271372794505,2025-09-17
1454,23947.699999999997,15664.817858040979,8282.882141959019,2025-01-30
1456,56185.65,36752.50539657839,19433.144603421613,2024-06-25
1460,414081.85000000003,270861.78457933944,143220.0654206606,2024-06-22
1473,111127.18000000001,72691.19931257426,38435.98068742575,2024-03-17
1475,101025.27999999998,66083.28191256739,34941.9980874326,2024-10-21
1476,69505.8,45465.56442069279,24040.235579307213,2026-02-03
1487,32194.059999999998,21058.977939879103,11135.082060120894,2025-12-13
1494,29465.19,19273.952592631882,10191.237407368117,2024-11-12
1495,36656.25,23977.813301854236,12678.436698145764,2024-07-21
1500,86120.76,56333.84497033374,29786.915029666256,2024-07-13
1502,9808.29,6415.859408162152,3392.4305918378486,2025-11-03
1503,110350.24,72182.98250734343,38167.25749265657,2024-05-20
1510,25861.92,16916.9593012785,8944.960698721497,2024-10-02
1511,104062.7,68070.13789699892,35992.56210300108,2024-06-01
1512,86399.7,56516.30693091125,29883.39306908875,2025-06-09
1513,99019.14,64771.01318956977,34248.12681043023,2023-05-18
1517,21932.25,14346.459220176439,7585.790779823561,2025-12-08
1520,109794.40000000001,71819.39300362434,37975.00699637567,2026-01-06
1530,46479.53999999999,30403.484602927627,16076.055397072367,2026-03-15
1535,76452.53,50009.60247691485,26442.92752308515,2024-01-05
1538,6698.41,4381.605439707374,2316.804560292626,2025-04-14
1539,32554.710000000003,21294.888551775133,11259.82144822487,2023-03-14
1543,105572.36,69057.64604715824,36514.71395284176,2025-11-04
1559,24176.16,15814.259528341177,8361.900471658822,2026-03-13
1564,25031.2,16373.56358932989,8657.636410670111,2025-05-11
1568,91684.78,59973.41619673532,31711.363803264678,2024-07-02
1572,24427.64,15978.759183629165,8448.880816370835,2025-09-02
1574,16430.11,10747.365322664711,5682.744677335289,2024-06-27
1577,346291.88,226518.58950624004,119773.29049375997,2024-09-03
1580,100627.76,65823.25366789552,34804.50633210447,2024-03-31
1586,87816.95999999999,57443.37382073729,30373.586179262704,2024-06-25
1590,30333.8,19842.1331460743,10491.6668539257,2025-04-09
1592,366318.68,239618.64396990105,126700.03603009894,2025-11-26
1597,83167.44,54402.000998824595,28765.439001175408,2024-06-12
1606,27794.879999999997,18181.359069393136,9613.520930606861,2024-04-22
1612,42034.85,27496.096449348952,14538.753550651047,2024-03-22
1616,39130.91,25596.553229303627,13534.356770696377,2024-10-11
1620,60765.32,39748.187503834386,21017.132496165614,2023-07-23
1628,40109.04,26236.373683522008,13872.666316477993,2025-10-10
1629,108460.64,70946.94565100422,37513.69434899578,2025-09-30
1660,388163.7,253908.04376216762,134255.6562378324,2025-09-24
1661,200078.84,130876.8101257375,69202.0298742625,2024-06-05
1666,316897.92,207291.23032241265,109606.68967758733,2025-05-01
1667,82688.76,54088.88387224095,28599.876127759046,
1670,13963.95,9134.185467865029,4829.764532134972,2024-09-25
1671,132831.39,86888.49159545203,45942.89840454799,2025-09-04
1673,180664.9,118177.64344138217,62487.256558617824,2024-11-17
1677,66424.86,43450.24086429478,22974.619135705223,2023-07-13
1681,263543.26,172390.54964002126,91152.71035997875,2023-06-23
1686,33654.009999999995,22013.969476930546,11640.040523069449,2023-05-22
1688,109885.5,71878.9838999053,38006.5161000947,2025-05-08
1689,5095.2,3332.9037840915994,1762.2962159084004,2024-02-07
1692,92525.16,60523.13076771878,32002.029232281224,2023-08-21
1700,256677.6,167899.5415943535,88778.0584056465,2023-06-28
1703,37862.1,24766.591372989198,13095.5086270108,2024-05-11
1706,12798.279999999999,8371.69018720832,4426.589812791679,2023-10-02
1708,38730.12,25334.385991977106,13395.734008022897,2025-07-30
1709,259377.93,169665.89818002158,89712.03181997841,2023-07-17
1718,94872.66999999998,62058.6985495905,32813.97145040948,2024-02-14
1727,400235.13,261804.28232520673,138430.84767479327,2023-10-17
1728,55086.119999999995,36033.27402239832,19052.845977601675,2024-05-15
1729,76945.44,50332.02781924029,26613.41218075971,2024-01-30
1739,10781.4,7052.396148886241,3729.003851113759,2025-12-26
1742,264830.12,173232.31847413888,91597.80152586111,2025-03-05
1746,104867.0,68596.25159489986,36270.74840510014,2025-07-30
1751,17074.65,11168.975819798956,5905.674180201046,2024-01-14
1755,393365.27999999997,257310.53349078575,136054.74650921422,2024-01-11
1778,134992.53,88302.1498785325,46690.380121467504,2025-04-27
1779,177858.77999999997,116342.08684564203,61516.69315435794,2024-10-29
1782,27648.3,18085.477251864457,9562.822748135542,2023-06-18
1784,74192.16,48531.03525159551,25661.124748404494,2023-06-04
1785,89644.68,58638.933348186634,31005.74665181336,2023-08-10
1792,197271.63,129040.54053244583,68231.08946755418,2023-12-07
1793,31158.9,20381.852668812167,10777.047331187834,2025-11-14
1799,44673.479999999996,29222.093448842123,15451.386551157873,2025-12-12
1802,87341.2,57132.16674264037,30209.033257359624,2025-02-27
1807,329863.57999999996,215772.40815198657,114091.17184801339,2025-12-05
1813,64685.990000000005,42312.80044918971,22373.189550810297,2024-08-23
1814,183435.0,119989.63841161144,63445.361588388565,2025-12-02
1819,77132.42,50454.336335009924,26678.083664990074,2023-09-28
1825,5722.64,3743.328723307025,1979.3112766929753,2026-03-01
1838,300292.82999999996,196429.40599830728,103863.42400169268,2026-02-18
1843,5963.36,3900.7899807466792,2062.5700192533204,2025-11-10
1847,13606.439999999999,8900.328812218422,4706.1111877815765,2025-08-30
1851,10788.18,7056.831124482123,3731.348875517877,2026-01-20
1856,16524.95,10809.402650911541,5715.54734908846,2023-10-30
1857,16725.54,10940.613824182647,5784.926175817354,2025-12-29
1861,263339.35,172257.1667677858,91082.18323221419,2024-01-31
1868,8124.639999999999,5314.539841494342,2810.1001585056574,2023-05-05
1874,34706.16,22702.20835203496,12003.951647965045,2023-03-01
1876,103212.75,67514.1633383381,35698.5866616619,2025-10-08
1879,70712.54999999999,46254.93120540242,24457.61879459757,2024-07-31
1884,322733.58,211108.48838817497,111625.09161182505,2026-03-29
1887,6031.29,3945.2247731107364,2086.0652268892636,2023-12-27
1899,21978.84,14376.934959558765,7601.9050404412355,2023-12-05
1909,22199.57,14521.3202343787,7678.2497656213,2025-07-01
1915,39246.59,25672.22254743514,13574.367452564857,2025-03-25
1921,27920.16,18263.307998987853,9656.852001012147,2023-07-09
1922,109110.02,71371.72211891784,37738.297881082166,2024-04-13
1931,80265.0,52503.43896807039,27761.56103192961,2026-01-13
1933,68314.5,44686.30388568174,23628.196114318263,2025-07-14
1941,32225.68,21079.661410136006,11146.018589863994,2025-08-29
1942,5037.44,3295.1214551213666,1742.318544878633,2023-06-01
1945,56375.28,36876.54734676234,19498.73265323766,2025-05-15
1946,410615.32,268594.2365037649,142021.08349623508,2024-12-12
1951,55375.88,36222.81362839581,19153.06637160419,2024-11-17
1952,27489.679999999997,17981.719754959013,9507.960245040984,2024-08-17
1965,380786.6,249082.48941579805,131704.11058420193,2025-04-07
1972,30464.879999999997,19927.876007594696,10537.003992405302,2025-03-04
1973,108255.84,70812.98060645603,37442.85939354397,2023-09-01
1975,29607.120000000003,19366.79272335808,10240.327276641921,2024-10-04
1979,26942.96,17624.095882129965,9318.864117870035,2025-02-20
1987,85605.54000000001,55996.826072618314,29608.713927381694,2024-02-19
1995,28398.920000000002,18576.477455667024,9822.442544332978,2026-02-15
2003,157556.44,103061.79445046339,54494.64554953661,2026-02-15
2011,41531.0,27166.514966460243,14364.485033539757,2025-06-20
2014,14094.85,9219.810586670492,4875.0394133295085,2024-02-07
2023,12804.560000000001,8375.798099707163,4428.761900292839,2025-03-14
2025,22182.98,14510.468280818863,7672.511719181137,2024-08-09
2028,123100.2,80523.06531685365,42577.134683146345,2024-10-11
2035,89723.92,58690.76630780577,31033.15369219423,2025-11-08
2039,110745.0,72441.20536371962,38303.79463628038,2025-02-16
2050,6604.5,4320.176448821041,2284.323551178959,
2056,4691.61,3068.9049934216496,1622.70500657835,2025-01-08
2062,7535.8,4929.364173370521,2606.4358266294794,2023-11-17
